50,3,1.5,0.6,1,6,1.89,2.96157e+08,7.44388e+07
50,3,0.7,1,1.4,1,0.78,1.08006e+06,702524
250,2,0.7,1,0.6,1,2.31,10459,5224
50,2.5,0.7,0.6,1.4,6,3.12,1.72402e+07,3.45908e+06
250,3,1.5,1.4,0.6,1,12.91,415343,186664
50,2,0.7,1.4,1.4,4,1.33,365122,181683
50,2,0.7,0.6,1.4,4,2.28,124084,225
50,3,0.7,0.6,1,6,2.85,164,148
250,2.5,0.7,0.6,1.4,1,2.25,78051.3,31144
50,3,1.5,0.6,1,2,0.79,2.3709e+06,182
250,2,0.7,0.6,1,1,10.63,13518,5818
250,2,0.7,1.4,1,4,6.45,198932,259
250,2.5,0.7,1.4,1,6,37.83,217,120
250,3,0.7,1,1.4,1,2.22,702524,665559
250,2.5,1.5,0.6,1.4,4,33.83,199,190
50,3,0.7,0.6,0.6,4,1.22,6.17126e+07,1.21946e+07
250,2.5,1.5,0.6,1,4,12.24,2.71611e+06,248
50,2,1.5,0.6,1.4,4,2.42,161809,197
250,2,0.7,0.6,0.6,1,4,13987,12159
50,2.5,0.7,1.4,1.4,1,0.44,93930.7,31144
50,2.5,0.7,1,1.4,4,6.64,279,232
250,2,1.5,0.6,1.4,2,7.25,157,157
250,3,1.5,1,0.6,1,2.67,256044,256044
50,3,1.5,1.4,1,4,1.31,9.60183e+07,288
250,2.5,0.7,1.4,0.6,6,8.93,1.02677e+07,248
50,2.5,0.7,0.6,1.4,2,1.16,164059,31144
250,3,0.7,1.4,1.4,1,2.21,740833,665559
50,2.5,0.7,0.6,1.4,6,1.78,1.28304e+07,229
50,2.5,0.7,1.4,1,2,3.4,384312,127
50,2,1.5,1.4,1.4,2,0.74,48696,192
50,2.5,0.7,0.6,1.4,2,3.4,139492,116
250,2,0.7,1.4,0.6,2,3.57,160,117
50,2,1.5,1,1,1,2.36,13057,13057
250,2,0.7,1.4,1.4,1,2.27,13987,8514
250,2.5,1.5,1.4,1,2,19.99,201,167
50,3,0.7,1,1.4,4,1.25,3.75158e+07,277
50,3,1.5,0.6,0.6,1,2.55,1.2503e+06,780510
250,2.5,0.7,1.4,1.4,4,10.99,883309,176
50,3,1.5,1.4,1.4,2,3.23,1.43172e+06,562488
50,3,1.5,1.4,1,6,3.1,3.9366e+08,8.5016e+07
250,3,0.7,1,1.4,2,3.43,1.43755e+06,135
250,2.5,0.7,1.4,0.6,2,16.9,194,95
50,3,0.7,0.6,1,6,3.15,4.15555e+08,270
250,2,1.5,0.6,0.6,6,9.15,1.19316e+06,399
50,2,1.5,1,1.4,6,1.74,1.46944e+06,272749
250,3,0.7,0.6,0.6,1,10.57,186664,186664
50,3,1.5,1,0.6,2,4.15,7.8046e+06,155
250,3,1.5,0.6,0.6,1,13.25,702524,702524
250,3,1.5,0.6,0.6,6,8.62,1.09149e+08,3.43285e+07
250,3,0.7,1,0.6,2,16.93,149,126
250,2,0.7,0.6,1.4,1,3.9,5224,5224
50,2.5,1.5,1.4,0.6,4,1.28,3.18614e+06,266
50,2,0.7,1.4,1,6,7.23,782443,36964
50,2.5,1.5,1,0.6,1,2.53,111606,93930.7
50,2.5,1.5,1.4,1.4,1,2.18,121137,98178.6
50,2.5,0.7,1.4,1,2,1.18,277440,116313
250,2.5,1.5,0.6,1.4,4,6.77,1.88422e+06,202
50,2,1.5,1.4,0.6,6,3.41,541225,277
250,2.5,0.7,1,0.6,2,17.12,143,132
50,2,1.5,1.4,1.4,4,6.16,75773,15442
250,2,0.7,0.6,0.6,6,9.06,629433,233
50,2.5,1.5,1.4,0.6,6,1.76,3.99275e+06,366
250,2,0.7,1,1,6,9.05,491487,250
50,3,0.7,0.6,1,4,2.28,1.71738e+07,203
250,2.5,0.7,1,0.6,6,9.29,2.00318e+07,279
250,3,1.5,1,1.4,6,43.29,1.51857e+08,288
250,2,0.7,1.4,0.6,6,9.23,804237,278
250,2.5,1.5,0.6,0.6,6,15.6,1.09744e+07,268
50,2.5,0.7,1.4,1,1,0.78,107015,89795
250,2,1.5,1,0.6,6,16.26,422829,330
50,3,0.7,0.6,0.6,2,3.09,2.8474e+06,629914
250,2.5,0.7,1,1,4,5.91,428440,136321
250,2,0.7,1.4,1.4,6,14.7,293273,156
250,2,1.5,1.4,0.6,2,7.22,156,156
250,2.5,0.7,1,1.4,4,6.4,2.37779e+06,262
250,2,1.5,0.6,0.6,2,21.2,136,136
50,2.5,0.7,0.6,0.6,1,0.46,98178.6,93930.7
250,2,1.5,1,1.4,1,2.56,14464,13518
250,3,1.5,1.4,1.4,6,16.14,7.57451e+07,261
50,2.5,0.7,1.4,1.4,2,3.06,131140,31144
250,2,1.5,0.6,0.6,4,6.81,122843,431
250,3,1.5,1,0.6,4,34.82,1.5027e+07,265
50,2,1.5,1.4,0.6,2,3.97,33403,167
250,3,1.5,0.6,0.6,4,36.77,1.92081e+07,272
250,2.5,1.5,1,0.6,4,33.43,788846,226
50,3,1.5,0.6,1,1,0.9,1.11122e+06,780510
250,2,1.5,1,1,4,33.99,176614,268
250,2,0.7,1.4,1.4,4,6.16,129784,150
50,2,1.5,0.6,1,6,3.16,1.31371e+06,279
250,3,0.7,1.4,1.4,6,16.43,369,238
50,2.5,0.7,0.6,0.6,2,0.74,147,143
250,2.5,0.7,1.4,1.4,4,25.5,888538,31144
250,3,1.5,1,1,6,9.09,3.09592e+08,293
50,3,0.7,1,0.6,4,6.43,2.08666e+07,224
250,2,0.7,1.4,0.6,2,6.38,22579,149
250,2,0.7,1,0.6,1,10.71,6769,5224
50,3,0.7,1,0.6,1,0.46,442420,186664
250,2.5,0.7,1.4,1.4,2,5.65,160493,31144
50,3,1.5,1.4,0.6,4,2.5,1.06295e+07,284
50,2,0.7,1,0.6,1,0.81,15741,12159
250,2.5,0.7,1,0.6,4,28.87,3.76828e+06,147
50,2,0.7,1,1,2,3.16,66261,14949
250,2,1.5,1,1,1,11.67,12604,12159
50,2,0.7,1,1.4,6,3.05,2.26184e+06,212
250,2.5,0.7,1,0.6,4,6.34,2.14358e+06,190
50,2.5,0.7,0.6,1.4,2,3.4,139492,116
50,2,0.7,0.6,1,1,2.21,16452,14464
250,3,0.7,1,0.6,2,5.95,864064,153
250,2.5,0.7,1.4,1.4,2,3.49,137,137
250,2.5,0.7,0.6,1.4,1,3.94,111606,89795
50,2,0.7,1.4,0.6,4,5.45,355192,114
50,3,0.7,0.6,1,6,1.78,3.70442e+07,223
250,3,0.7,0.6,1.4,2,6.47,185,127
50,3,0.7,1,1.4,6,1.92,7.19913e+08,7.62368e+07
50,2,0.7,1,1.4,4,2.14,228251,177
250,2,0.7,1,1.4,1,3.92,13057,11293
250,2,0.7,1.4,1,1,3.95,5224,5224
50,2,1.5,1,1,4,7.29,153864,225
50,3,0.7,1.4,1.4,4,2.23,4.65748e+07,217
250,2,0.7,1.4,1.4,2,3.6,155,145
250,3,1.5,1.4,1.4,6,8.72,2.90538e+07,226
50,2.5,1.5,0.6,0.6,2,1.5,133754,102540
50,2.5,1.5,0.6,0.6,4,1.3,986523,986523
250,3,0.7,1.4,0.6,1,3.99,740833,219530
250,3,1.5,1.4,1.4,1,4.18,740833,702524
50,3,0.7,1,1,4,2.12,231,151
250,2.5,0.7,1,1.4,2,17.06,157,111
250,3,0.7,1.4,1.4,1,2.21,740833,665559
250,3,0.7,0.6,1,6,42.37,9.26298e+07,245
250,3,1.5,1,0.6,6,15.5,1.13969e+08,274
50,3,1.5,1.4,1,1,2.4,740833,553013
50,2,0.7,0.6,1.4,6,8.64,1.39271e+06,307197
250,2,0.7,1,1.4,6,14.88,89432,160
50,2,0.7,1,0.6,2,1.26,15442,119
250,3,0.7,1.4,1.4,1,3.9,740833,470649
50,2.5,1.5,0.6,1.4,6,1.75,3.291e+07,1.33572e+06
50,2,1.5,1,1,6,1.8,2.20484e+06,286
50,2.5,0.7,1.4,0.6,2,1.26,266534,126
250,2.5,1.5,1.4,1,2,20.68,152594,167
250,2.5,0.7,1.4,0.6,4,6.24,947550,245
250,2,0.7,0.6,1,2,5.69,12604,5224
250,2,0.7,1.4,1,6,9.37,665673,292
50,2.5,0.7,1.4,1,2,1.18,277440,116313
50,3,0.7,0.6,1.4,6,3.16,5.27423e+08,8.04949e+07
250,3,0.7,1.4,1,1,2.28,702524,274403
250,2,0.7,1.4,1,4,29.52,241,174
50,2,0.7,1,1.4,4,1.2,247603,154
50,3,0.7,1.4,0.6,1,0.46,279978,279978
50,2,0.7,1.4,1,2,1.27,139,121
250,2.5,0.7,1,0.6,1,2.35,121137,107015
250,2.5,0.7,0.6,0.6,1,4.08,60627.6,31144
50,3,0.7,1,1,6,8.96,3.4376e+08,300
250,3,1.5,1.4,1.4,2,18.91,155,146
250,3,0.7,1.4,1.4,6,42.24,1.65381e+08,223
250,3,0.7,0.6,1,1,2.27,740833,665559
50,3,0.7,0.6,1,4,2.03,1.46802e+07,780510
50,3,0.7,1,0.6,2,3.46,9.20001e+06,146
250,3,1.5,1.4,1,2,19.61,155,149
250,2.5,1.5,1.4,1.4,2,6.86,63902.3,145
250,2.5,0.7,0.6,0.6,4,27.88,1.31013e+06,133
250,2.5,1.5,1.4,1,1,4.3,102540,98178.6
250,3,1.5,1.4,0.6,1,12.91,415343,186664
250,2.5,1.5,0.6,1.4,4,11.94,816135,261
50,3,1.5,1.4,1.4,2,1.25,4.09609e+06,629914
50,3,1.5,0.6,1,1,0.9,1.11122e+06,780510
250,2.5,1.5,1.4,0.6,6,16.31,9.98362e+06,273
250,3,0.7,1,0.6,6,9.06,8.76168e+07,273
50,2.5,0.7,1.4,1,2,1.16,356009,141623
50,3,1.5,0.6,1.4,2,0.76,4.74561e+06,193
250,2.5,0.7,1,0.6,2,3.45,160493,149
250,2.5,0.7,1.4,1.4,6,41.42,1.76228e+07,212
50,3,1.5,1.4,1,6,2,1.87117e+08,337
50,3,1.5,0.6,1.4,4,6.93,6.86146e+07,256
250,2.5,0.7,1,0.6,2,6.15,133754,124
250,2.5,0.7,0.6,0.6,1,2.32,98178.6,98178.6
50,2,1.5,0.6,0.6,1,1,13518,13518
50,3,1.5,1.4,1.4,6,1.69,1.54292e+08,5.03319e+07
50,2.5,0.7,1,1,1,2.12,111606,89795
250,3,1.5,1.4,0.6,4,6.67,1.43166e+07,214
250,2,1.5,0.6,1,4,12.59,180,180
250,2,1.5,1,1.4,4,6.32,112655,217
250,3,0.7,1.4,0.6,4,30.91,1.46802e+07,226
250,2,0.7,1.4,0.6,2,3.63,169,147
50,2.5,0.7,1,1.4,6,1.8,8.73595e+06,610273
50,3,0.7,0.6,1,1,2.11,780510,665559
250,3,0.7,0.6,1.4,4,5.97,170,149
50,3,0.7,1.4,0.6,4,2.09,3.26962e+07,6.74076e+06
250,2,0.7,0.6,0.6,2,6.09,12604,117
50,2.5,0.7,0.6,1,2,0.67,424843,102540
250,3,1.5,1.4,1,4,34.93,1.16973e+07,261
50,2.5,1.5,1,0.6,4,2.4,4.00855e+06,257
50,2,1.5,1.4,1.4,1,0.83,11722,8887
250,3,1.5,1,1,1,2.58,907989,740833
250,2,0.7,0.6,1.4,2,3.45,13057,144
50,3,1.5,0.6,1,1,0.51,740833,740833
250,2,0.7,1,1,1,10.54,13057,11722
50,2.5,0.7,1.4,0.6,1,0.46,279978,279978
250,2.5,1.5,1,0.6,4,6.34,187,187
250,3,1.5,1,1.4,4,6.34,5.10918e+07,2.78717e+07
50,2,1.5,1.4,0.6,1,2.43,16883,13057
50,3,0.7,1,1.4,4,2.36,1.63823e+08,259
50,3,0.7,0.6,0.6,6,8.25,4.23251e+08,4.67886e+07
50,2,0.7,0.6,1,1,0.44,102540,93930.7
250,2,1.5,0.6,1.4,4,12.72,47637,185
50,2.5,0.7,0.6,0.6,1,2.14,107015,45774.1
250,2.5,0.7,1,0.6,1,2.35,121137,107015
50,2.5,1.5,1,1.4,2,3.7,590581,166
250,3,1.5,1.4,1,4,12.41,7.26352e+06,243
250,2,0.7,1.4,1.4,6,36.09,196753,5224
250,2,0.7,1.4,0.6,1,4.03,13057,11573
50,2,0.7,0.6,0.6,1,0.8,13057,11293
250,3,0.7,1,1.4,1,10.53,740833,665559
250,3,0.7,0.6,1,6,8.89,1.89135e+08,273
250,2,0.7,1,1,2,16.56,10872,113
50,2,1.5,1,0.6,1,0.51,8887,8887
250,2,0.7,0.6,1,4,30.44,183402,182
250,3,0.7,1,1.4,4,10.31,212,112
50,2.5,1.5,0.6,1,4,1.33,6.1772e+06,5.01667e+06
50,3,1.5,0.6,1.4,2,1.29,2.91609e+06,907989
250,2,0.7,1,1.4,4,6.2,208,148
50,3,0.7,0.6,0.6,4,6.41,1.15538e+08,228
250,3,1.5,0.6,1,1,2.54,592754,296398
50,3,0.7,0.6,1,1,2.11,780510,665559
250,3,0.7,1,1.4,6,9.36,6.57215e+07,346
250,3,1.5,0.6,0.6,1,2.77,470649,318075
50,2.5,1.5,1.4,1.4,1,2.19,93930.7,93930.7
50,3,1.5,1,0.6,1,0.98,864064,821579
250,2,0.7,1,0.6,4,6.32,91359,177
50,3,0.7,1.4,1.4,1,0.44,702524,702524
250,2.5,1.5,1,1,6,15.67,9.30007e+06,279
250,3,1.5,1,1,6,44.19,1.79712e+08,283
250,2.5,1.5,1.4,0.6,2,7.2,146,146
250,2,1.5,1.4,0.6,6,44.48,382237,276
250,3,1.5,0.6,1,4,6.75,6.24176e+06,265
50,3,1.5,0.6,1.4,2,3.72,3.01438e+06,629914
50,3,1.5,0.6,1,1,0.91,702524,530659
250,2.5,1.5,0.6,0.6,2,21.3,168,168
250,2.5,1.5,1.4,1.4,2,18.49,177013,182
250,3,0.7,0.6,1,6,40.25,2.28488e+08,171
50,2,0.7,1.4,1.4,2,0.71,23132,120
250,2.5,0.7,1,1,1,2.26,98178.6,44550.1
250,2.5,0.7,1,1.4,4,9.82,1.68212e+06,98178.6
250,2,1.5,1,0.6,2,3.94,166,166
250,3,0.7,1,1,4,6,4.0001e+06,160
250,2,1.5,1.4,1,1,11.65,13518,12604
50,2.5,0.7,1,1,6,3.01,7.70397e+06,1.78765e+06
250,2,1.5,0.6,1.4,2,3.99,175,175
50,2,1.5,1.4,1,2,3.99,175,175
50,2.5,0.7,1,0.6,6,1.86,2.91272e+07,327
50,2.5,1.5,1.4,1,2,1.34,98178.6,35647.7
250,2,1.5,1.4,0.6,2,19.76,18027,174
250,3,0.7,1,1,6,14.02,5.35178e+07,442420
50,2.5,1.5,1,0.6,6,1.79,6.77291e+06,6.77291e+06
50,3,0.7,0.6,1.4,1,0.79,740833,702524
250,2,1.5,1,0.6,2,20.6,156,156
250,2,0.7,1,0.6,1,4.04,13987,7263
250,2.5,1.5,1,1,2,3.9,144,144
50,2,1.5,0.6,1.4,4,2.36,212723,213
250,3,1.5,1,1.4,2,3.88,1.89829e+06,181
50,2,0.7,0.6,1,6,1.84,1.18438e+06,333083
50,2,0.7,0.6,0.6,1,2.16,19913,12604
50,2.5,1.5,1,0.6,2,1.43,266534,133754
250,3,0.7,1.4,1.4,2,6.15,155,126
250,2,0.7,1.4,1.4,4,6.12,231378,162
50,2,1.5,1.4,1,2,3.77,47621,181
250,3,1.5,1,0.6,1,13.02,477091,186664
50,2,0.7,0.6,1.4,4,1.3,900625,254
50,2,0.7,1.4,1,4,5.1,163743,10054
50,2,1.5,1,1,6,3.26,2.45794e+06,277
50,2.5,0.7,1.4,1.4,6,1.7,1.70892e+07,307993
250,2.5,0.7,0.6,0.6,6,42.79,1.20157e+07,237
250,2,1.5,1.4,0.6,1,12.58,13518,12604
50,2.5,1.5,1,1.4,6,1.79,3.50303e+07,286
250,2,1.5,1.4,1.4,6,15.37,313884,224
50,2.5,1.5,1.4,1.4,6,8.6,9.58857e+06,270
250,2.5,0.7,0.6,1,1,10.61,98178.6,89795
250,2.5,1.5,1.4,1,4,12.07,168,166
250,2.5,0.7,1,0.6,6,9.17,3.56658e+06,357
250,2.5,0.7,1.4,1,6,43.92,1.1649e+07,251
50,3,0.7,0.6,0.6,6,8.37,6.30358e+08,5.39253e+07
250,3,0.7,1,0.6,4,10.64,1.21946e+07,159
50,2,1.5,1.4,0.6,2,1.43,67587,14949
50,3,1.5,1.4,1.4,4,2.5,1.97165e+07,261
50,2,1.5,1.4,1.4,4,1.35,254193,207
50,2,0.7,1,0.6,1,0.85,9268,5224
250,2,1.5,1.4,0.6,2,7.2,27853,194
50,2,0.7,1,0.6,1,2.17,13057,5224
250,2,0.7,1,1,4,10.5,203,128
50,2.5,1.5,1.4,1.4,2,1.3,183792,204
250,3,1.5,1.4,0.6,4,34.31,1.15e+07,224
250,2.5,1.5,1,1.4,6,9.1,9.51005e+06,269
50,3,1.5,0.6,0.6,1,1.02,907989,821579
250,3,1.5,0.6,0.6,6,9.23,1.24177e+08,356
50,3,0.7,0.6,0.6,4,2.07,5.7924e+07,138
50,2.5,0.7,0.6,0.6,6,1.84,1.40339e+07,374
50,2,0.7,1.4,1.4,6,2.94,1.72151e+06,26329
50,2,0.7,0.6,1.4,6,8.4,677660,242314
50,2,0.7,0.6,1,4,5.32,163422,16452
50,3,1.5,0.6,1,6,3.34,4.04779e+08,278
50,2.5,1.5,1,1,1,2.39,63902.3,63902.3
50,3,1.5,1.4,1,6,1.9,1.9353e+08,1.12378e+08
250,2,1.5,1.4,0.6,1,12.35,12604,12159
250,2.5,0.7,1.4,0.6,6,9.07,7.82713e+06,592259
250,3,1.5,1,1.4,1,4.33,702524,702524
250,2,0.7,1.4,0.6,2,6.38,22579,149
50,3,1.5,1.4,1,6,8.64,8.31504e+08,338
250,2.5,0.7,0.6,0.6,6,15.7,5.07974e+06,241
250,2.5,1.5,1.4,1.4,6,16.61,7.98755e+06,227
50,3,1.5,0.6,0.6,1,0.98,636107,636107
250,3,0.7,1.4,1.4,4,5.97,1.07426e+07,135
250,3,0.7,1,1.4,2,16.57,821579,120
250,2.5,1.5,1.4,0.6,6,15.23,8.50735e+06,226
250,2,1.5,1.4,1.4,2,7.03,198,167
50,2,0.7,1,1.4,2,3.08,31289,14949
250,2.5,1.5,1,1.4,1,11.31,111606,93930.7
250,2.5,1.5,1.4,0.6,2,3.95,150058,164
50,2,0.7,1,1.4,1,2.11,12604,5224
250,2,0.7,1.4,1,2,3.37,16452,13987
250,2.5,0.7,1,1,4,11.11,2.17364e+06,217
250,2.5,0.7,1.4,1.4,4,10.99,883309,176
50,3,0.7,0.6,1.4,2,1.16,2.4717e+06,864064
250,3,1.5,1,1.4,2,7.31,625055,166
50,2.5,1.5,1.4,0.6,6,3.22,2.65042e+07,293
50,2.5,1.5,0.6,1.4,4,1.36,555155,275
50,2,1.5,1,0.6,4,2.58,176913,266
50,2.5,1.5,1.4,0.6,6,1.81,3.12512e+07,1.47694e+07
50,2.5,1.5,1.4,0.6,4,2.4,3.17648e+06,207
250,2,0.7,1.4,0.6,4,6.27,219487,180
250,2,0.7,0.6,0.6,4,11.27,116071,222
250,2,0.7,1,0.6,6,9.13,291874,311
50,2.5,0.7,0.6,0.6,1,0.45,629914,562488
50,3,1.5,1,0.6,2,3.96,2.65729e+06,780510
50,2.5,0.7,1,1,2,1.18,145376,146
250,3,0.7,0.6,1,4,10.97,1.1697e+07,164
50,2,1.5,1.4,0.6,6,8.46,1.46087e+06,92113
50,3,0.7,1.4,1.4,2,0.69,153,153
250,2,1.5,0.6,1,1,12.31,12604,12604
250,2.5,0.7,1.4,1,1,2.23,40521.2,31144
250,2,1.5,0.6,0.6,2,21.06,11722,166
50,2.5,1.5,1,1,2,1.42,406016,166
50,3,0.7,1.4,0.6,2,3.12,2.75693e+06,665559
50,3,1.5,0.6,1,2,0.78,160,160
250,2,1.5,0.6,0.6,4,11.6,71401,264
250,3,0.7,1.4,1.4,2,3.49,1.82621e+06,140
50,2.5,1.5,0.6,0.6,1,1.01,126079,98178.6
250,2.5,0.7,1,1.4,2,6.32,186,124
50,3,1.5,0.6,1,2,1.43,1.57223e+06,192
50,2,0.7,1.4,1.4,1,0.77,10459,5224
50,2,0.7,1,1.4,1,0.44,5224,5224
250,3,0.7,0.6,1,4,10.28,9.3151e+06,126
250,2.5,1.5,1.4,1,6,15.52,7.38485e+06,265
250,2,0.7,1,1,1,2.26,5224,5224
50,3,1.5,1,1,2,0.76,1.81592e+06,199
50,2,0.7,1.4,1.4,6,1.77,991007,228
250,2,1.5,0.6,0.6,2,21.2,136,136
50,3,0.7,0.6,0.6,4,5.12,1.71736e+07,237319
50,2,0.7,0.6,0.6,6,1.83,2.42796e+06,302779
250,2,1.5,1,1,2,7.11,19674,184
50,2.5,1.5,0.6,1,6,3.1,6.5597e+06,225
50,2,1.5,1,0.6,4,7.04,169518,52102
50,3,0.7,1.4,1,1,2.12,740833,275729
250,2.5,1.5,0.6,0.6,1,2.72,102540,102540
50,3,0.7,0.6,0.6,2,3.09,2.8474e+06,629914
250,2.5,1.5,0.6,1.4,4,6.33,685008,227
50,2,1.5,0.6,1.4,2,3.34,76938,17494
250,2.5,1.5,1.4,1.4,2,6.42,229057,102540
250,2,0.7,1,0.6,6,40.63,163422,160
250,2,1.5,0.6,1,2,20.49,15943,181
250,2.5,0.7,1.4,1.4,1,2.26,78051.3,31144
50,3,0.7,1.4,1.4,1,2.12,470649,186664
250,2,0.7,0.6,0.6,6,36.84,151559,21982
250,3,1.5,0.6,0.6,2,3.97,1.3732e+06,180
250,2,1.5,1,1,1,2.6,11573,11573
50,2,0.7,0.6,1.4,2,3.09,9268,5224
50,2.5,1.5,1.4,1,4,2.38,1.96042e+06,254
250,3,1.5,1,1,1,2.6,562488,253307
50,2,0.7,1,1.4,6,2.92,510996,123140
